ticket_key,category,type,confidence,reasoning,components
KHELP-12026,Inventory-Allotment-Management,Bug-Defect,95,"The inventory and allotment calculations are not working correctly in UAT (while working in Production), indicating a clear system defect where expected functionality is broken.","Quote to booking conversion, Hotel inventory updates, Allotment calculations, KTAPI sync"
KHELP-12025,System-Error-Exception,Bug-Defect,95,"User encounters a validation error preventing itinerary creation despite entering valid passenger count (2+), indicating broken system validation logic that blocks core functionality.","Itinerary creation, group size validation, passenger management"
KHELP-12024,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing calculation engine is malfunctioning by getting stuck for 45 minutes and disabling the calculation button inappropriately, indicating a clear system defect rather than user error.","pricing calculation engine, price model, group tour builder, calculate prices button, services with add-ons"
KHELP-12023,Package-Departures,Bug-Defect,95,"User is experiencing an error when trying to create service departures for cruise services, which is clearly broken functionality in the departure management area.","Service departures, Cruise service, SIT environment, departure creation error"
KHELP-12022,Package-Search-UI,Bug-Defect,95,"The user encountered an error message during package search functionality, indicating a broken system component rather than a user guidance need.","Package search interface, error handling, channel-specific search (Railbookers CA)"
KHELP-12021,Email-Notifications-Sending,How-To-Question,85,"User needs guidance on understanding the logic and behavior of the ""Ready to Book"" button that triggers email notifications to customers, rather than reporting a defect.","Ready to Book button, customer email notifications, button functionality logic"
KHELP-12020,Booking-Cancellation,Bug-Defect,95,"The system is not properly handling booking cancellations as services incorrectly transition to ""Pending Amendment"" status instead of proper cancellation status, requiring manual intervention that shouldn't be necessary.","Booking cancellation workflow, service status transitions, costings calculations, hotel components, pricing engine"
KHELP-12019,Booking-Cancellation,Bug-Defect,95,"The system is throwing a JavaScript error and crashing during hotel booking cancellation, indicating a clear defect in the cancellation functionality.","API hotel booking, cancellation process, error handling, UI screen"
KHELP-12018,Price-Lines-Display,Bug-Defect,95,"The ticket reports incorrect commission values being displayed in Price Lines that don't align with costs, which is a clear defect in the pricing display functionality.","Price Lines section, Reseller Commission field, supplier cost, sell total"
KHELP-12017,Price-Lines-Display,Bug-Defect,95,"The ticket reports incorrect calculation/display of Reseller Commission values in the Price Lines section with specific examples showing mathematically impossible percentages, which is clearly a system defect.","Price Lines, Reseller Commission calculation, Sell Total, Margin calculation"
KHELP-12016,Price-Lines-Display,Bug-Defect,95,"The Price Lines panel is displaying incorrect reseller commission totals that don't match the sum of individual line items, which is a clear calculation/display defect.","Price Lines panel, Reseller Commission calculations, summary totals, Costing Screen"
KHELP-12015,Inventory-Allotment-Management,How-To-Question,95,"User is requesting explanation and guidance on Reserve & Book functionality and allotment behavior, which falls under inventory management and represents a clear need for training/understanding rather than reporting a defect.","Reserve & Book functionality, Supplier Bookings Tab, allotment status, allotment table"
KHELP-12013,Payment-Processing,Bug-Defect,95,"The user reports incorrect payment schedule amounts and gross amounts that change unexpectedly and cannot be rolled back, indicating broken payment processing functionality.","Payment schedule, Gross invoicing, Payment values, Itinerary status"
KHELP-12012,Payment-Processing,Bug-Defect,95,"The user reports that payment currency codes automatically change during transfer between itineraries, which is unintended behavior in the payment processing system.","Payment transfer, currency codes, itinerary currency handling, automatic currency conversion"
KHELP-12011,Payment-Processing,Bug-Defect,95,"The user is reporting unexpected automatic deletion of a deposit payment schedule, which indicates a system defect in the payment processing functionality.","Deposit payment schedule, automatic deletion mechanism"
KHELP-12009,Documents-Generation-PDF,Bug-Defect,95,"The user is experiencing technical errors with specific error messages during Final Docs generation, indicating a broken document generation process rather than a how-to question.","Final Docs generation, KT_FDGettingAssistanceController class, KaptioTravel.IComponentHandler interface, document generation system, itinerary"
KHELP-12008,Permissions-Access-Security,Configuration-Setup,95,"This is a request to configure user access permissions for the Kaptio portal, which is an administrative setup task involving the permissions and access security system.","Kaptio support portal, user access management, email invitation system"
KHELP-12007,Data-Configuration,Bug-Defect,85,"This is a data configuration issue where the ""Venture"" operator should be available in the dropdown but is missing, indicating a bug with how operator data is configured or displayed.","Group tour creation, Operator dropdown, Venture operator data"
KHELP-12005,Data-Configuration,Configuration-Setup,95,"This involves configuring sandbox environment connections and admin account setup after a system refresh, which is clearly system configuration work.","Fulluat sandbox, KTAPI instance, Kaptio admin account, Org ID, pre-production environment"
KHELP-12135,Builder-Add-Service,Bug-Defect,85,"The user is experiencing issues adding a service to an itinerary through the costings component after a version update, which indicates a functional defect in the service addition process.","Itinerary Builder, Costings component, Service addition"
KHELP-12134,Builder-Edit-Service,Bug-Defect,90,"The ticket describes a new error message appearing after bulk moving packages/services in the itinerary builder, which is a defect in the service editing functionality that appeared after a patch release.","Bulk move functionality, service availability checking, error handling, package management"
KHELP-12133,Data-Configuration,Configuration-Setup,95,"This involves reconfiguring the KT-API connection to a refreshed AEX sandbox environment, which is a system configuration task rather than a bug or user guidance need.","KT-API, AEX Sandbox, client connection"
KHELP-12132,Performance-Slow-Response,Performance-Issue,95,"This is clearly a performance issue with ASearch functionality experiencing severe slowdowns (2-5 minutes per click), and Performance-Slow-Response is the most specific category for system response time problems.","ASearch, Kaptio, Virtual Consoles"
KHELP-12131,Pricing-Engine-Calculation,Feature-Request,95,"User is requesting enhancement to add ""Parent Account"" field selection in promotion build function dropdown, which is a new feature request for pricing/promotion functionality.","Promotion build function, Parent Account field, Account Field dropdown, Agency Group selection"
KHELP-12130,Booking-Quote-Management,Bug-Defect,95,"The system is incorrectly allowing invalid booking status transitions that should be blocked by business rules, which is a clear defect in the booking management functionality.","Booking status validation, Status transition rules, Booking workflow management"
KHELP-12129,Data-Configuration,How-To-Question,90,"User is asking for guidance on how the ""Follow"" feature works and mentions field tracking configuration needs, making this a how-to question about system data configuration.","Follow button, contacts/accounts, itineraries, Salesforce field tracking, record following"
KHELP-12128,Data-Configuration,Bug-Defect,85,"The create option for conversion rate periods is missing in the new UI (STGFull) compared to the old UI (PROD), indicating a defect in the system configuration interface.","Conversion rate periods, Currency setup UI, STGFull sandbox environment"
KHELP-12127,Builder-Edit-Service,Bug-Defect,95,"The system is incorrectly dropping prices to $0 when converting rail services from API to manual in the builder, and price calculations are failing even after cost reapplication.","Rail service conversion, Cost Per Unit, Price calculation engine"
KHELP-12126,Data-Configuration,Configuration-Setup,95,"This is a system configuration request to reconnect the KT API after an environment refresh, requiring technical setup rather than fixing a broken feature.","KT API, SITFULL environment, Org ID configuration, Kaptio Admin user setup"
KHELP-12124,Builder-Add-Service,How-To-Question,85,"User is asking for guidance on how to add shore excursion services as sub-itineraries linked to master cruise itineraries, requesting documentation and implementation guidance.","sub-itineraries, sub-orders, master cruise itinerary, shore excursion bookings, booking status, payment dates, inventory alerts, reporting"
KHELP-12123,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing calculation system is broken and failing to calculate prices for multiple departures with identical dates, which is a core defect in the pricing engine functionality.","Pricing calculation engine, departure management, multiple departures with same dates"
KHELP-12122,System-Error-Exception,Bug-Defect,95,"This is a system error involving exceptions from the EventLog.publishEventsAsync method that started after a package upgrade, clearly indicating a defect in the system's error handling.","KaptioTravel.EventLog, publishEventsAsync method, error notifications, Kaptio Eiffel managed package"
KHELP-12121,Costings-Margin-Markup,Bug-Defect,85,"Sales staff cannot see insurance costing information they should have access to, indicating a broken functionality in the costing visibility system.","Insurance costing, Itinerary viewing, Sales permissions, Data sharing"
KHELP-12120,Package-Search-UI,Performance-Issue,95,"Users are experiencing 524 timeout errors while shopping packages, which indicates a performance problem with the package search interface rather than a complete system failure.","Package search functionality, timeout handling, web server performance"
KHELP-12119,Booking-Quote-Management,Bug-Defect,95,"Multiple booking management functionalities broke after system upgrade, indicating defects in the booking quote management system rather than user training needs.","cloned bookings, passenger editing, sell total rates, itinerary dates, sales invoices, group size fields"
KHELP-12118,Pricing-Engine-Calculation,Bug-Defect,95,"The ticket explicitly states ""Price model cloning is not working"" which indicates a functional defect in the pricing engine's cloning capability, and this falls squarely within pricing calculations and price model management functionality.","Price models, price model templates, group tours, cloning functionality, business units, channels"
KHELP-12117,Documents-Generation-PDF,Bug-Defect,90,"The export/download functionality for reports is broken with 404 and timeout errors, indicating a defect in the document generation system.","Itinerary, Price View, Export button, Report download, Error handling"
KHELP-12116,Payment-UI-Forms,Bug-Defect,85,"The payment form is experiencing CSRF errors due to domain mismatch, indicating a broken payment interface that needs fixing rather than configuration guidance.","Kaptio Pay iframe, Braintree payment form, CSRF validation, domain configuration"
KHELP-12115,Pricing-Engine-Calculation,How-To-Question,95,"User is asking for clarification on how the pricing inflation model works and its limitations, which is a pricing calculation question seeking system knowledge rather than reporting a defect.","Inflation model, pricing data, price seasons, future pricing estimation"
KHELP-12114,Invoicing-Generation,Bug-Defect,95,"The primary issue is with invoice generation showing ""JSON String Exceeds heap size limit"" error, which is a clear system malfunction preventing normal invoice creation functionality.","Invoice generation, document delivery, JSON processing, heap memory, authorization system"
KHELP-12113,Builder-Add-Service,Bug-Defect,95,"The system is incorrectly creating duplicate empty itineraries when users retry the ""add to itinerary"" action after encountering errors, which is a clear defect in the service addition functionality.","Package search, itinerary builder, add to itinerary functionality, error handling"
KHELP-12112,Booking-Amendments,Bug-Defect,95,"This is a defect where FX rates incorrectly recalculate when changing channels on confirmed bookings, and it falls under booking amendments since it involves modifying existing bookings.","Channel management, FX rate calculations, OnItinerariesTrigger, booking confirmation system"
KHELP-12111,System-Error-Exception,Bug-Defect,95,"The ticket reports a large volume of 400 HTTP errors from the Rail SPI integration, which represents a system malfunction requiring investigation and fixing.","Rail SPI, Railbookers service provider, HTTP 400 errors"
KHELP-12110,Costings-Margin-Markup,Bug-Defect,95,"User reports an error when trying to edit costing quantity, indicating broken functionality in the costings system rather than a training need.","Costing quantity editor, costing validation system"
KHELP-12109,Pricing-Engine-Calculation,Bug-Defect,95,"Users are experiencing specific error messages during price calculation processes on itinerary records, indicating the pricing engine is failing to properly calculate prices due to invalid query arguments.","Itinerary records, price calculation engine, custom price requests, content section, error reporting system"
KHELP-12108,Tax-Calculation,Bug-Defect,95,"Tax calculations are not reflecting correctly for specific services, indicating a broken tax calculation functionality rather than a user guidance need.","Tax calculation system, Services (TVZKC), Service identifier (VN0C8S)"
KHELP-12107,Documents-PNR-Import,Bug-Defect,95,"The PNR import functionality is incorrectly categorizing flight records as accommodation records, which is a clear system defect that needs to be fixed.","PNR import, Amadeus PNR Service, itinerary items, record types, costing lines"
KHELP-12106,Performance-Slow-Response,Performance-Issue,95,"The ticket reports API response times of 20-40 seconds for package search, which is a clear performance degradation issue affecting the system's response speed.","Package Search API, core.kaptioapis.com/v1.0/packages/search endpoint"
KHELP-12105,Land-Service-Search,Bug-Defect,95,"The API rail search functionality is broken and not returning results for specific rail routes, which is a clear defect in the land service search system.","API rail system, rail route search, specific route codes (RB193357, RB193364, RB193365, RB193366), production environment"
KHELP-12104,Package-Search-UI,Bug-Defect,95,"Users are experiencing JSON parsing errors during package search operations, indicating a clear system defect in the package search functionality.","Package search, JSON parsing, Add to itinerary"
KHELP-12103,Land-Service-Search,Bug-Defect,95,"This involves hotel/accommodation service search functionality with multiple broken components including 502 errors, performance issues, and failed search results.","Shopping Live API Hotels, DerbySoft, hotel cache layer, Service Search, room selection, bundles, API integration"
KHELP-12101,Performance-Slow-Response,Performance-Issue,95,"The ticket describes system lags, delays in refreshes, and slowness affecting multiple users, which clearly indicates a performance problem requiring debug logging to investigate system response issues.","Debug logs, ElasticSearch, System refresh mechanisms"
KHELP-12100,Builder-Add-Service,Bug-Defect,90,"The user cannot add an existing Car Rental Service through the Itinerary Builder's add service functionality, indicating a defect in the service availability mechanism.","Car Rental Service, Itinerary Builder, Service availability, Regional services (Southern Europe)"
KHELP-12099,Documents-Generation-PDF,Bug-Defect,95,"The user is experiencing a specific error (""duplicate field selected"") when trying to generate PDF versions of Sales Invoices, which is a clear defect in the PDF document generation functionality.","Sales Invoices, PDF generation, Custom fields, KaptioTravel__CustomerComments__c, Version 17.9.8"
KHELP-12098,Costings-Margin-Markup,Bug-Defect,95,"This is a display bug in the costings area where incorrect field labels are showing in the Add Service modal, representing a defect that appeared after a system update.","Costings, Add Service modal, Meal Plan field, Price Category internal name"
KHELP-12097,Builder-Add-Service,Bug-Defect,90,"The user is experiencing a malfunction where SOQL queries don't auto-populate for Itinerary Item Insert operations (bug), and they're trying to add itinerary items to existing itineraries (builder add service functionality).","Bulk Operations, Itinerary Items, SOQL queries, Insert operations"
KHELP-12096,Land-Service-Search,Feature-Request,95,"User is requesting a change to how cached rate labels are displayed in Service Search (from ""from price"" to ""Estimated Cost""), which is an enhancement to existing functionality rather than fixing a bug.","Service Search, cached rates, price labels"
KHELP-12095,Permissions-Access-Security,Configuration-Setup,95,"This is a request to configure user access and permissions for the KHelp portal system, which falls under permissions and access security setup.","KHelp portal, user permissions, password reset"
KHELP-12094,Permissions-Access-Security,How-To-Question,95,"User is requesting guidance on obtaining API credentials and proper authentication methods for KTAPI, which is a security/access permissions matter requiring instructional help rather than a technical defect.","KTAPI, OAuth authentication, keypair authentication, expiry token auth, API credentials, environment access"
KHELP-12093,Booking-Quote-Management,How-To-Question,85,"User needs guidance on locating a collaborative Feed feature for itinerary updates and agent notes after upgrading to Colosseum, which relates to booking/quote management workflows.","Feed section, itineraries, agent notes, Colosseum upgrade"
KHELP-12092,Builder-Add-Service,Bug-Defect,95,"The user is experiencing errors when trying to add QUIP services through the Itinerary Builder, indicating a broken functionality rather than a training need.","QUIP Services, Itinerary Builder, Accommodation Services, Activity Services, KTAPI sync"
KHELP-12091,Data-Configuration,Bug-Defect,90,"The formula field is not calculating the expected value (should return 4 but returns 1), indicating a defect in the data configuration logic that impacts reporting accuracy.","Formula field, Itinerary Item, field calculation, service usage reporting"
KHELP-12090,Booking-Cancellation,Bug-Defect,95,"The cancel button is malfunctioning by only partially completing the cancellation process (cancelling booking but not removing services from builder), which is a clear defect in the booking cancellation functionality.","cancel button, booking cancellation, builder page, services removal, booking history"
KHELP-12089,Pricing-Engine-Calculation,Bug-Defect,95,"The bulk recalculation feature is not working as intended, returning fewer records than the same SOQL query executed elsewhere, indicating a defect in the pricing calculation system.","Bulk recalculation, SOQL queries, KaptioTravel__Itinerary_Item__c, Salesforce Inspector"
KHELP-12088,Costings-Margin-Markup,Bug-Defect,95,"The costing tab buttons being inactive prevents normal costing functionality from working, which is a clear defect in the Pricing & Costings area.","Costing tab, buttons, itinerary"
KHELP-12087,Performance-Slow-Response,Performance-Issue,95,The ticket reports reaching Salesforce Push API limits which is a system performance issue requiring investigation into excessive API consumption.,"Salesforce Push API, DailyDurableGenericStreamingApiEvents, API limit monitoring"
KHELP-12086,Data-Configuration,Configuration-Setup,90,"User is asking for guidance on how to set up and configure a promotional pricing structure (""buy one cabin, get one free"") in the system, which requires configuration setup knowledge for promotional rules.","Cabins, Promotions, Promotional Pricing"
KHELP-12085,Booking-Cancellation,How-To-Question,85,"User is seeking assistance on how to bulk update cancelled booking prices to zero, which is a guidance request about booking cancellation procedures.","Cancelled bookings, total price, costing lines, bulk updates"
KHELP-12083,Payment-Processing,How-To-Question,90,"The user explicitly asks ""How to recalculate Payment Schedules"" and needs guidance on proper implementation of payment schedule functionality via Apex code.","Payment Schedules, Apex code, Balance calculations, Invoicing, Itineraries"
KHELP-12082,Builder-Locations,How-To-Question,95,"User is seeking guidance and understanding about how location sort hierarchy works rather than reporting a defect, and this directly relates to location functionality within the itinerary builder.","Location sorting, location hierarchy, AppSettings__c.LocationRecordTypeHierarchy__c"
KHELP-12081,Builder-Edit-Service,Bug-Defect,90,"This is a recurring technical system error (SOQL query limit exceeded) occurring in the Itinerary Builder's save functionality, representing a broken system component rather than a user guidance need.","Itinerary Builder, SOQL queries, database save operations"
KHELP-12080,Data-Configuration,How-To-Question,85,"The user is seeking guidance and confirmation about Kaptio's preparedness for upcoming Salesforce configuration changes, which involves system configuration and data integration setup.","Salesforce Workflow Rules, Salesforce Process Builder, Salesforce Streaming API, Kaptio-Salesforce integration"
KHELP-12079,Documents-PNR-Import,Bug-Defect,95,"The PNR import function is failing to recognize ""Premium Economy"" travel class, indicating a defect in the import functionality that should properly parse all standard travel classes.","PNR Import function, travel class recognition, Premium Economy parsing, booking data processing"
KHELP-12078,Booking-Wizard-Confirmation,Bug-Defect,95,"The skip button functionality is broken during the booking confirmation process, causing freezing, data loss, and requiring page refreshes.","Skip button, connect_id, service booking flow, page refresh functionality"
KHELP-12077,Permissions-Access-Security,Configuration-Setup,95,"This is a request to configure user access and permissions for KHELP and Slack systems, which requires administrative setup rather than fixing a bug or providing guidance.","KHELP portal, Kaptio Slack, user permissions, email invitations"
KHELP-12194,Pricing-Engine-Calculation,Bug-Defect,95,"This is a pricing calculation bug where an automatic field setting that affects pricing calculations stopped working as designed, causing inaccurate pricing on itineraries.","KaptioTravel__GrossInvoicing__c field, Account Record Type Travel Agency, Account creation trigger, Pricing calculations"
KHELP-12193,Performance-Slow-Response,Performance-Issue,95,"Users are reporting extreme speed issues and system slowness that started on a specific date and has progressively worsened, clearly indicating a performance problem rather than a functional defect.","Services, Search functionality, Copy/paste operations, System performance"
KHELP-12192,Package-Configuration,Bug-Defect,95,"This is a Package-Configuration issue because the user cannot add bundles to packages, and it's a Bug-Defect because the UI element for listing bundles is not working properly for certain letter ranges.","Bundles, Package configuration, UI element for bundle listing"
KHELP-12191,Permissions-Access-Security,How-To-Question,85,"The user is seeking guidance on what system capabilities are available with different access levels and permission configurations, which is a permissions/security consultation rather than a defect.","Permission sets, Group Travel, Itinerary Builder, Content/Proposals, Agent accounts"
KHELP-12190,Builder-Add-Service,Bug-Defect,85,"The promotion system should automatically add insurance when visa is selected but this automation is not working, indicating a defect in the automatic service addition functionality.","Promotion system, automatic service addition, visa services, insurance services, itinerary management"
KHELP-12189,Email-Notifications-Sending,Bug-Defect,95,"Supplier booking emails are failing to send despite proper configuration, indicating a defect in the email notification sending system.","Supplier bookings, Email queue, Email deliverability, Sandbox environment"
KHELP-12188,Passenger-Data-Entry,Bug-Defect,95,"The modal windows with dropdown options are not rendering correctly in Chrome (preventing passenger allocation functionality), which is a clear UI bug affecting passenger data entry operations.","Modal windows, dropdown options, passenger allocation screen, booking request functionality, browser compatibility"
KHELP-12187,System-Error-Exception,Bug-Defect,95,"This is a JavaScript error exception occurring during a save operation, clearly indicating broken functionality rather than a user guidance need.","inline manual item, JavaScript _resolve function, save functionality"
KHELP-12186,Inventory-Allotment-Management,Bug-Defect,95,"The system is not properly enforcing the 30-day release period rule for hotel inventory, incorrectly showing availability when it should be zero within the release timeframe.","Hotel inventory, release days, availability checking, email job history"
KHELP-12185,Booking-Amendments,Bug-Defect,95,"The booking numbers disappearing after rejecting an amendment represents broken functionality in the amendment process, requiring a defect fix.","Booking numbers, Amendment rejection, Amtrak integration"
KHELP-12184,Builder-Add-Service,Bug-Defect,90,"The ""Retrieve data"" functionality for flight placeholders is not working properly for EasyJet flights outside 11 months, indicating a defect in the service addition process within the itinerary builder.","Flight placeholder, Retrieve data function, EasyJet flight integration, booking window restrictions"
KHELP-12183,System-Error-Exception,Bug-Defect,95,"This is a 524 error code occurring with an ATW package that requires a token for external system integration, indicating a system exception that needs to be fixed.","524 Error Code, Around the World (ATW) Package, Token Authentication, External System Integration"
KHELP-12182,Builder-Add-Service,Bug-Defect,95,"User is experiencing KTAPI connection errors and save failures when attempting to add accommodation services to an itinerary, indicating a technical defect in the Builder service addition functionality.","Itinerary Builder, KTAPI connection, Service addition, Accommodation services, Save functionality"
KHELP-12181,Documents-Generation-PDF,Bug-Defect,95,"The user reports being unable to create documents after a version update, which is a clear defect in the document generation functionality.","Document generation, Eiffel 19.3.25, SIT environment"
KHELP-12180,Booking-Cancellation,Bug-Defect,95,"The rail segment cancellation functionality is not working properly and generating error messages, which is a clear defect in the booking cancellation system.","Rail segments, cancellation process, error handling"
KHELP-12179,Builder-Edit-Service,Bug-Defect,95,"The issue is with editing a service (manual rail) in the builder popup where cost changes aren't updating in costings, indicating broken functionality rather than a user knowledge gap.","Builder popup, Manual rail services, Costings, Pre-defined services"
KHELP-12178,Availability-Checking,Bug-Defect,95,"The system is incorrectly calculating available units by including false allotment contracts in the count, which is a clear defect in availability checking functionality.","Units Available display, Allotment contracts, Inventory contracts, Availability calculation"
KHELP-12177,Invoicing-Generation,How-To-Question,95,"User is asking for guidance on where to find supplier invoice text editing functionality, which is a how-to question about invoice generation features.","Supplier invoices, text editing"
KHELP-12176,Documents-Generation-PDF,Bug-Defect,95,"This is a documents generation issue where destination images that previously worked have stopped appearing, indicating a clear defect in the PDF generation functionality.","Documents, Destination content, Channel level templates, Package components"
KHELP-12175,Pricing-Engine-Calculation,Bug-Defect,95,"This is a defect in the Price Manager's price season creation where days of week display incorrectly in user selection order instead of chronological order, affecting the pricing system functionality.","Price Manager, Price Seasons, Service Setup, Days of week display"
KHELP-12174,Builder-Add-Service,Bug-Defect,95,"Multiple sales users are experiencing errors when trying to add flight tickets and components to bookings (Builder-Add-Service), and this is a system malfunction rather than a user training issue (Bug-Defect).","Salesforce integration, Account sync, Flight tickets, Booking components"
KHELP-12173,Booking-Cancellation,Bug-Defect,95,"The system is failing to cancel a live hotel reservation due to a ""client reference not unique"" error, indicating a technical defect in the booking cancellation functionality.","Hotel reservation cancellation, Vertical Booking integration, API connection, booking reference management"
KHELP-12171,Data-Configuration,Bug-Defect,90,"The API is missing currency assignment logic that exists in the UI, creating inconsistent behavior between interfaces which is a defect in system configuration.","API, TCE, Channel configuration, Currency assignment, Trip creation"
KHELP-12170,Builder-Add-Service,Bug-Defect,95,"User is experiencing system errors (404 and save errors) when trying to add and delete services in the Builder, indicating broken functionality rather than a training need.","Price Model, Builder, Services (add/delete functionality), UAT environment"
KHELP-12169,Costings-Margin-Markup,Bug-Defect,95,This is a bug in the costings functionality where the 'Recalculate All' feature throws a 404 error instead of performing the expected cost recalculation.,"Price Model, Costings tab, Recalculate All button"
KHELP-12168,Land-Service-Search,How-To-Question,85,"User is seeking clarification about live hotel search behavior and pricing logic rather than reporting a definitive defect, and this involves land service search functionality.","Live hotel search, hotel pricing, API integration, cached pricing, cancellation policies, itinerary service saving"
KHELP-12167,Package-Search-UI,Bug-Defect,85,"The user is experiencing a functional issue where package shopping is not working correctly due to cache not pulling in Rail pricing, which is a clear system defect in the package search functionality.","Cache, Rail pricing, Package shopping, Service search, SIT Partial environment"
KHELP-12166,Costings-Margin-Markup,Bug-Defect,95,"A previously working UI dropdown for toggling between Commission, Markup, and Margin has disappeared from the costings screen after a patch deployment, indicating a clear functional regression.","Costings screen, Commission/Markup/Margin dropdown, UI regression"
KHELP-12165,Builder-Timeline-Dates,Bug-Defect,95,"The KT Agenda is displaying car hire services in incorrect chronological order, which is a defect in the itinerary builder's timeline functionality.","CustomKTAgendaHandler, KTD_Agenda component, KT Agenda"
KHELP-12164,Permissions-Access-Security,Bug-Defect,95,"User authentication is failing with page redirect errors, indicating a broken login system component rather than a configuration or training need.","Login functionality, page redirect mechanism, user authentication system"
KHELP-12163,Booking-Wizard-Confirmation,Bug-Defect,95,"This is a booking confirmation system error where duplicate booking detection is preventing normal hotel confirmation, which is clearly a system defect in the booking wizard confirmation process.","Hotel booking confirmation, duplicate booking detection, reservation system, itinerary management"
KHELP-12162,Data-Configuration,Bug-Defect,85,"This is a system configuration issue where the Inflation Books creation interface is not working properly (clicking ""New"" doesn't open the dialog), indicating a defect in the data configuration functionality.","Inflation Groups, Inflation Books, Kaptio Settings, Creation Dialog, Version 5.2.23"
KHELP-12161,System-Error-Exception,Bug-Defect,95,"The SIT and UAT environments are completely non-functional with error messages preventing system access, indicating a system-level defect rather than a user guidance issue.","SIT environment, UAT environment, login functionality, error messages, settings page access"
KHELP-12160,Package-Search-UI,Feature-Request,95,"The user is requesting new API endpoints to extend package shopping capabilities beyond current limitations, which is clearly a feature request for the Package Search functional area.","eCommerce APIs, Package shopping, API services, Itinerary creation, Package configuration"
KHELP-12159,Builder-Timeline-Dates,Bug-Defect,95,This is a bug involving date synchronization issues in the itinerary builder where dates display differently between the builder line and segment pop-up views.,"Manual Rail, builder line display, segment pop-up, bulk move functionality, date fields"
KHELP-12158,Builder-Add-Service,Bug-Defect,95,"Users are getting JavaScript null reference errors while adding services and transfers in the itinerary builder, indicating a defect in the service addition functionality.","Transfer details, Service addition, Price category changes, InternalName property"
KHELP-12157,Builder-Add-Service,Bug-Defect,95,"User encountered an exception error when saving newly added tours in the itinerary builder, causing the services to be unexpectedly deleted, which is clearly broken functionality.","Itinerary Builder, Save functionality, Service addition, Inventory availability checking"
KHELP-12156,Builder-Edit-Service,Bug-Defect,95,"The user was editing an existing rail service in the itinerary builder when the system unexpectedly duplicated one leg and removed another, indicating a clear defect in the service editing functionality.","Itinerary builder, rail service editing, schedule modification, save functionality"
KHELP-12155,Builder-Edit-Service,Bug-Defect,85,"User is experiencing an error when trying to send comments on Itinerary Content, indicating a defect in the itinerary editing functionality.","Itinerary Content, Comments functionality, External Client Comment feature"
KHELP-12154,Land-Service-Search,Bug-Defect,95,"The ticket describes a technical error when searching for hotels through an external supplier connection, indicating a defect in the land service search functionality.","DerbySoft integration, WebBeds supplier, Connect API, hotel search, external supplier connection"
KHELP-12153,System-Error-Exception,Bug-Defect,85,"Deployment failures indicate system-level errors that need fixes, and the user is experiencing broken functionality with change set deployment and test execution.","Change set deployment, Local tests, Default tests"
KHELP-12152,Documents-PNR-Import,Bug-Defect,85,"The user is reporting that PNR import functionality is not working as expected when trying to import individual passengers from a multi-passenger PNR into separate itineraries, which is a core PNR import feature that should work but appears broken.","Amadeus PNR Import, PNR, Itinerary Records, Passengers"
KHELP-12151,Data-Configuration,Configuration-Setup,95,"This is a system configuration request to connect a refreshed sandbox environment to KT-API, which falls under data/system configuration setup tasks.","Sandbox environment (00D9t000006rs3d), KT-API, Core dashboard, Version 20.3.12"
KHELP-12150,Booking-Wizard-Confirmation,Bug-Defect,95,"The ticket explicitly describes a bug fix for a Salesforce error that occurs during the booking confirmation process when interacting with ""Skipped"" status items.","Itinerary creation, accommodation booking, booking confirmation process, skipped status handling, error display"
KHELP-12149,Data-Configuration,Configuration-Setup,95,"User is requesting setup of Kaptio API/QUIP connection on their UAT org, which is a system configuration task requiring administrative setup work.","Kaptio API (KTAPI), QUIP connection, UAT org (TCEUAT), FullCopy sandbox, admin account configuration"
KHELP-12148,Booking-Wizard-Confirmation,Bug-Defect,95,"The confirmation action workflow is incorrectly creating duplicate Supplier Request records and sending duplicate emails when it should only create one of each, which is a clear defect in the booking confirmation system.","KaptioTravel__ConfirmationAction__c, KaptioTravel__Itinerary_Item__c, Supplier Request records, Email notifications, Confirmation actions"
KHELP-12147,System-Error-Exception,Bug-Defect,95,"The system fails to properly handle validation errors for trip name character limits, silently refreshing instead of showing appropriate error messages, which is a system-level exception handling defect.","Trip creation, character limit validation, error message display, save functionality"
KHELP-12146,Inventory-Allotment-Management,Bug-Defect,95,"The midnight inventory management job failed with an exception causing incorrect availability checking that allowed improper bookings, which is clearly a system defect in the inventory management functionality.","midnight inventory job, release day window, hotel availability, exception handling"
KHELP-12143,Builder-Addons-Supplements,Bug-Defect,95,This is a defect in the itinerary builder's add-on management where removed supplements incorrectly persist in client documentation and create duplicates when re-added.,"Add-ons, Supplements, Service management, Client documentation, Remove functionality"
KHELP-12142,Builder-Add-Service,Bug-Defect,95,"The user is experiencing error messages when trying to add a package to an itinerary (Builder-Add-Service functionality), which indicates a system defect since the same package works in individual service search.","Itinerary Builder, Package Search, Service Search, Supplier Integration, Error Handling"
KHELP-12141,Documents-Generation-PDF,Bug-Defect,90,"A booked hotel service is not appearing on the generated confirmation document, indicating a defect in the document generation process.","Hotel booking, Confirmation document, Itinerary, Salesforce"
KHELP-12140,Documents-PNR-Import,Bug-Defect,90,"PNR import functionality works in UAT/SIT but fails in TCE environment with specific error messages, indicating a system defect or environment configuration issue rather than user error.","PNR import system, TCE environment, agency agreement validation, universal record archival status"
